CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4
TQRMNORTRHJLLNCDEHPJB00504060;2017;1;1;1;40;S;29;364;1;;2;2;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;0;3;9600;2;2;3;2;  ;2;3200;2;2;3;2;  ;3;439;2;3;98;0;0;0
TQRMNOPRTHJMLOCDEHPJB00504064;2017;1;1;1;40;S;29;291;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;7000;2;2;2;2;  ;1;3500;2;3;3;2;  ;3;327;1;2;98;0;0;0
TQRMNOSQWHKLMMCDEHPJB00480626;2017;1;1;1;40;S;29;372;1;;3;1;;4;1;1;1;;1;1;1;1;1;2;2;3;2;2;0;1;1;1;2;0;1;1;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;5;0;5;15200;5;5;5;4;  ;5;3040;2;2;3;2;  ;3;464;2;0;98;0;0;0
TQRMNOQYPHJOKNCDEHPJB00504025;2017;1;1;1;40;S;29;322;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;6;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;1;6;26600;7;8;8;7;  ;8;3800;3;3;4;3;  ;4;355;2;0;98;0;0;0
TQSMNOSYVHKOLLCDEHPJB00480691;2017;1;1;1;40;S;29;342;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;22500;7;7;7;7;  ;7;7500;6;6;7;6;  ;7;392;1;3;98;0;0;0
TQRMNOQQWHMOLUCDEHPJB00511654;2017;1;1;1;40;S;29;390;1;;2;2;;5;2;1;1;;1;2;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;3;0;3;3000;1;1;1;1;  ;1;1000;1;1;1;1;  ;1;369;1;2;3;0;0;0
TQRMNOSQTHMOLUCDEHPJB00511655;2017;1;1;1;40;S;29;390;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;5;2;3;18000;5;6;6;5;  ;5;3600;3;3;4;2;  ;3;378;2;0;1;0;0;0
TQRMNORRSHKMLOCDEHPJB00480665;2017;1;1;1;40;S;29;320;2;;4;2;;4;1;1;1;;1;1;1;1;1;2;2;4;3;2;0;1;1;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;21000;6;7;7;6;  ;6;5250;4;4;5;4;  ;5;381;1;0;4;0;0;0
TQRMNOQRUHJOKRCDEHPJB00503933;2017;1;1;1;40;S;29;301;1;;5;3;;4;2;2;1;;1;2;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;2;;2;;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;9;0;9;23600;7;7;7;7;  ;7;2622,22;2;2;2;2;  ;2;352;1;7;4;5;0;0
TQSMNOPRPHJMKUCDEHPJB00503832;2017;1;1;1;40;S;29;335;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;6;;1;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;3;1;4;0;0
TQRMNOPVQHJNKPCDEHPJB00503993;2017;1;1;1;40;S;29;388;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;37800;9;9;9;9;  ;9;7560;6;6;7;6;  ;7;543;2;0;3;0;0;0
TQRMNOQWXHJNKPCDEHPJB00503992;2017;1;1;1;40;S;29;388;2;;3;1;;2;1;2;1;;1;2;1;2;2;2;2;3;3;2;0;1;1;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;9;4;5;18900;6;6;6;6;  ;6;2100;1;1;2;1;  ;1;513;3;4;1;0;0;0
TQRMNOPXQHMOKPCDEHPJB00511656;2017;1;1;1;40;S;29;326;1;;4;1;;4;1;1;1;;1;1;1;3;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;14550;4;4;5;4;  ;4;7275;6;6;7;6;  ;7;327;1;0;98;0;0;0
TQRMNORQVHMMKQCDEHPJB00511657;2017;1;1;1;40;S;29;359;1;;2;1;;4;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;3;1;2;5900;1;1;1;1;  ;1;1966,67;1;1;1;1;  ;1;407;2;0;98;0;0;0
TQRMNOPTVHLMKNCDEHPJB00503991;2017;1;1;1;40;S;29;315;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;26900;8;8;8;7;  ;8;6725;5;6;7;5;  ;6;427;2;0;4;0;0;0
TQRMNOPUPHLMKNCDEHPJB00503990;2017;1;1;1;40;S;29;315;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;4300;1;1;1;1;  ;1;4300;3;3;4;3;  ;4;327;1;0;98;0;0;0
TQRMNOQRSHJOLPCDEHPJB00503960;2017;1;1;1;40;S;29;364;1;;1;1;;4;2;1;1;;1;1;1;3;1;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;9500;2;2;3;2;  ;2;4750;4;4;5;3;  ;5;387;2;0;1;0;0;0
TQRMNOPURHKOLPCDEHPJB00480697;2017;1;1;1;40;S;29;350;1;;4;1;;2;1;1;1;;1;2;1;3;2;1;2;4;3;2;0;1;1;2;2;0;2;0;6;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;13000;4;4;4;4;  ;4;6500;5;5;7;5;  ;6;372;1;0;98;0;0;0
TQRMNOSPVHKOLPCDEHPJB00480700;2017;1;1;1;40;S;29;350;1;;2;1;;4;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;16000;5;5;5;5;  ;5;5333,33;4;4;5;4;  ;5;379;1;0;98;0;0;0
TQRMNOPWSHJOMMCDEHPJB00503780;2017;1;1;1;40;S;29;241;1;;4;1;;4;2;1;1;;1;1;1;2;2;2;2;4;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;2;6;69900;10;10;10;10;  ;10;8737,5;7;7;8;7;  ;8;289;2;0;98;0;0;0
TQRMNORPXHJOMMCDEHPJB00503787;2017;1;1;1;40;S;29;241;1;;4;1;;2;2;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;20400;6;6;6;6;  ;6;5100;4;4;5;4;  ;5;262;2;0;1;3;4;0
TQRMNOSQXHKLMMCDEHPJB00480627;2017;1;1;1;40;S;29;372;1;;4;1;;4;1;1;1;;1;1;1;1;1;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;30000;8;8;8;8;  ;8;7500;6;6;7;6;  ;7;409;2;0;98;0;0;0
TQRMNOSRPHKLMMCDEHPJB00480629;2017;1;1;1;40;S;29;372;1;;3;1;;4;1;1;1;;1;1;1;1;1;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;18000;5;6;6;5;  ;5;18000;9;10;10;9;  ;10;427;1;0;98;0;0;0
TQRMNOPSSHLOLTCDEHPJB00503889;2017;1;1;1;40;S;29;328;1;;4;2;;4;2;1;1;;1;1;1;2;1;2;2;4;3;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;8200;2;2;2;2;  ;2;1366,67;1;1;1;1;  ;1;338;2;0;98;0;0;0
TQRMNOPTPHMMKQCDEHPJB00511546;2017;1;1;1;40;S;29;359;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;0;1;8940;2;2;2;2;  ;2;8940;7;7;8;7;  ;8;372;1;0;97;0;0;0
TQRMNORQXHMMKQCDEHPJB00511547;2017;1;1;1;40;S;29;359;1;;2;1;;4;1;1;1;;1;1;2;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;3;1;2;13500;4;4;4;4;  ;4;4500;3;3;5;3;  ;4;410;1;0;97;0;0;0
TQRMNOQPWHLOKOCDEHPJB00503914;2017;1;1;1;40;S;29;347;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;4;0;4;12500;4;4;4;4;  ;3;3125;2;2;3;2;  ;3;396;1;2;4;0;0;0
TQRMNOPUTHLOKPCDEHPJB00503916;2017;1;1;1;40;S;29;301;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;7000;2;2;2;2;  ;1;1750;1;1;1;1;  ;1;331;2;0;98;0;0;0
TQSMNOQXXHLOKRCDEHPJB00503913;2017;1;1;1;40;S;29;334;2;;1;1;;4;2;2;1;;1;2;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;5;2;3;12700;4;4;4;4;  ;3;2540;2;2;2;2;  ;2;356;2;0;5;0;0;0
TQRMNORRSHMMKUCDEHPJB00511548;2017;1;1;1;40;S;29;273;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;40000;9;9;10;9;  ;10;20000;10;10;10;10;  ;10;304;2;0;1;0;0;0
TQSMNORRUHMMKUCDEHPJB00511549;2017;1;1;1;40;S;29;273;2;;1;1;;4;1;1;1;;1;2;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;6;;2;;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;5000;1;1;1;1;  ;1;5000;4;4;5;4;  ;5;330;1;0;98;0;0;0
TQRMNOQVWHLOKSCDEHPJB00503918;2017;1;2;1;40;S;29;323;2;;2;1;;4;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;2;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;23400;7;7;7;7;  ;7;11700;8;8;9;8;  ;9;364;1;0;98;0;0;0
TQRMNOPYTHJOKQCDEHPJB00503817;2017;1;1;1;40;S;29;298;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;15000;4;5;5;4;  ;4;7500;6;6;7;6;  ;7;308;1;0;2;0;0;0
TQRMNOPYUHJOKQCDEHPJB00503774;2017;1;1;1;40;S;29;298;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;7800;2;2;2;2;  ;2;2600;2;2;2;2;  ;2;300;2;0;1;0;0;0
TQRMNOPUWHMOLLCDEHPJB00511550;2017;1;1;1;40;S;29;312;1;;2;2;;4;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;7;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;6;0;6;12500;4;4;4;4;  ;3;2083,33;1;1;2;1;  ;1;359;2;6;98;0;0;0
TQRMNOPUXHMOLLCDEHPJB00511551;2017;1;1;1;40;S;29;312;1;;6;1;;4;1;1;1;;1;1;1;1;2;2;2;6;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;15700;5;5;5;5;  ;5;5233,33;4;4;5;4;  ;5;313;1;0;2;0;0;0
TQTMNOPVPHMOLLCDEHPJB00511552;2017;1;1;1;40;S;29;312;2;;3;2;;4;2;1;1;;1;1;2;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;4;3;14000;4;4;4;4;  ;4;2000;1;1;2;1;  ;1;316;2;0;3;4;0;0
TQRMNORSVHMOLLCDEHPJB00511553;2017;1;1;1;40;S;29;312;1;;3;1;;4;2;1;1;;1;2;2;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;7;1;6;15700;5;5;5;5;  ;5;2242,86;1;1;2;1;  ;1;346;2;0;3;0;0;0
TQRMNOQSTHLLKTCDEHPJB00504109;2017;1;1;1;40;S;29;475;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;5;1;4;23780;7;7;7;7;  ;7;4756;4;4;5;4;  ;5;536;2;3;1;0;0;0
TQRMNOSSQHMMLMCDEHPJB00511554;2017;1;1;1;40;S;29;371;1;;4;1;;4;1;1;1;;1;1;2;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;4;0;4;14820;4;4;5;4;  ;4;3705;3;3;4;3;  ;3;407;1;0;3;4;0;0
TQRMNOQQYHKMKOCDEHPJB00480632;2017;1;1;1;40;S;29;331;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;25000;7;7;8;7;  ;7;12500;8;9;9;8;  ;9;420;1;0;2;0;0;0
TQRMNOSRQHLOKOCDEHPJB00503989;2017;1;1;1;40;S;29;347;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;3;25000;7;7;8;7;  ;7;5000;4;4;5;4;  ;5;369;2;0;98;0;0;0
TQRMNORVQHKKKRCDEHPJB00511658;2017;1;1;1;40;S;29;431;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;96;0;0;0
TQRMNOPXWHLLLQCDEHPJB00503863;2017;1;1;1;40;S;29;339;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;52250;10;10;10;10;  ;10;17416,67;9;9;10;9;  ;10;409;2;0;96;0;0;0
TQRMNOQRPHMOLUCDEHPJB00511528;2017;1;1;1;40;S;29;390;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;9;3;6;27000;8;8;8;7;  ;8;3000;2;2;3;2;  ;3;468;2;3;4;0;0;0
TQRMNOPUTHKOLPCDEHPJB00480698;2017;1;1;1;40;S;29;350;1;;4;1;;2;1;1;1;;1;1;1;2;2;2;2;4;4;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5;0;5;9450;2;2;3;2;  ;2;1890;1;1;1;1;  ;1;400;1;0;98;0;0;0
TQRMNOSSTHMNKTCDEHPJB00511529;2017;1;1;1;40;S;29;419;1;;4;2;;4;2;2;1;;1;2;2;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;4;0;4;23100;7;7;7;7;  ;7;5775;5;5;6;5;  ;6;489;2;4;98;0;0;0
TQRMNOPYXHLOKQCDEHPJB00503822;2017;1;1;1;40;S;29;316;1;;2;2;;4;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;21500;6;7;7;6;  ;7;10750;8;8;9;7;  ;8;331;2;0;1;0;0;0
TQRMNOQXWHLOKRCDEHPJB00503954;2017;1;1;1;40;S;29;334;2;;3;1;;4;2;1;1;;1;2;1;1;1;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;4;4;39300;9;9;9;9;  ;10;4912,5;4;4;5;4;  ;5;374;5;6;98;0;0;0
TQRMNOPSWHMMKUCDEHPJB00511530;2017;1;1;1;40;S;29;273;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;2;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;10800;3;3;3;3;  ;3;2700;2;2;2;2;  ;2;341;2;0;98;0;0;0
TQRMNORQRHJMLSCDEHPJB00503964;2017;1;1;1;40;S;29;403;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;35500;9;9;9;9;  ;9;8875;7;7;8;7;  ;8;408;1;0;3;4;0;0
TQRMNOPXWHKOLRCDEHPJB00480715;2017;1;1;1;40;S;29;323;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;33400;8;9;9;8;  ;9;11133,33;8;8;9;8;  ;9;341;2;0;98;0;0;0
TQRMNORQTHKOLRCDEHPJB00480721;2017;1;1;1;40;S;29;323;1;;3;1;;4;2;1;1;;1;2;1;1;2;2;2;3;2;1;1;1;2;2;2;0;2;0;6;;2;;3;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;14000;4;4;4;4;  ;4;2800;2;2;2;2;  ;2;335;2;0;98;0;0;0
TQRMNOPXWHJOKMCDEHPJB00504015;2017;1;1;1;40;S;29;400;1;;5;1;;2;1;1;1;;1;1;1;2;2;2;2;5;1;1;1;1;2;2;2;0;2;0;1;;2;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;1000;1;1;1;1;  ;1;1000;1;1;1;1;  ;1;397;1;0;98;0;0;0
TQRMNOQPWHMOKMCDEHPJB00511531;2017;1;1;1;40;S;29;393;1;;3;1;;4;2;1;1;;1;1;1;3;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;2;;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;11700;3;3;3;3;  ;3;5850;5;5;6;5;  ;6;407;1;0;97;0;0;0
TQSMNOQQPHMOKMCDEHPJB00511532;2017;1;1;1;40;S;29;393;2;;1;1;;4;2;2;1;;1;1;2;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;13000;4;4;4;4;  ;4;4333,33;3;3;4;3;  ;4;446;2;0;98;0;0;0
TQRMNOSYXHKOLLCDEHPJB00480693;2017;1;1;1;40;S;29;342;1;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;27000;8;8;8;7;  ;8;4500;3;3;5;3;  ;4;317;3;0;98;0;0;0
TQRMNOPRPHMOLTCDEHPJB00511533;2017;1;1;1;40;S;29;398;1;;2;1;;4;1;1;1;;1;1;1;1;2;1;2;2;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;7700;2;2;2;2;  ;2;1283,33;1;1;1;1;  ;1;425;2;3;98;0;0;0
TQRMNOSQQHMOLUCDEHPJB00511534;2017;1;1;1;40;S;29;390;1;;3;2;;4;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;19300;6;6;6;6;  ;6;3860;3;3;4;3;  ;4;406;2;0;1;0;0;0
TQRMNORRRHMMKUCDEHPJB00511535;2017;1;1;1;40;S;29;273;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;13800;4;4;4;4;  ;4;4600;3;4;5;3;  ;5;309;2;0;1;0;0;0
TQRMNOQWPHLOKSCDEHPJB00503967;2017;1;1;1;40;S;29;323;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;25700;7;8;8;7;  ;8;6425;5;5;6;5;  ;6;369;2;0;98;0;0;0
TQRMNOSWYHLOKSCDEHPJB00503958;2017;1;1;1;40;S;29;323;1;;3;1;;4;1;1;1;;1;2;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;5;1;4;14000;4;4;4;4;  ;4;2800;2;2;2;2;  ;2;365;2;4;98;0;0;0
TQRMNOQYYHJOKQCDEHPJB00503770;2017;1;1;1;40;S;29;298;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;5;0;5;14750;4;4;5;4;  ;4;2950;2;2;3;2;  ;2;330;2;0;4;0;0;0
TQRMNOSQPHJOKRCDEHPJB00503955;2017;1;1;1;40;S;29;301;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;35000;9;9;9;9;  ;9;17500;9;9;10;9;  ;10;334;1;0;2;0;0;0
TQRMNORSYHMOLLCDEHPJB00511536;2017;1;1;1;40;S;29;312;1;;4;1;;4;1;1;1;;1;1;2;1;2;2;2;4;3;1;1;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;9400;2;2;2;2;  ;2;1566,67;1;1;1;1;  ;1;365;1;5;98;0;0;0
TQRMNOPWPHKOKPCDEHPJB00480677;2017;1;1;1;40;S;29;312;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;96;0;2;0;0;0
TQRMNOQSRHJKKSCDEHPJB00503959;2017;1;1;1;40;S;29;536;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;15000;4;5;5;4;  ;5;15000;9;9;10;9;  ;9;617;1;0;98;0;0;0
TQRMNOQSTHJKKSCDEHPJB00503966;2017;1;1;1;40;S;29;536;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;1;2;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;96;0;98;0;0;0
