CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4
TQRMNOQSPHMMLNCDEFIAH00508005;2017;1;1;1;43;S;2;503;1;;6;1;;4;1;1;1;;1;1;1;1;2;2;2;6;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;96;0;0;0
TQRMNOPSUHLOKMCDEFIAH00508006;2017;1;1;1;43;S;2;758;1;;2;2;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;1;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;98;0;0;0
TQRMNOPTSHJMKMCDEFIAH00498013;2017;1;1;1;43;S;2;489;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;29000;8;8;8;8;  ;9;7250;6;6;6;6;  ;6;1791;1;2;98;0;0;0
TQRMNOVRVHJOKNCDEFIAH00498160;2017;1;1;1;43;S;2;784;1;;2;2;;4;1;1;1;;1;1;2;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;7;2;5;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;3;0;0;0
TQRMNOQRPHLMKPCDEFIAH00497957;2017;1;1;1;43;S;2;565;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;98;0;0;0
TQRMNORVUHLOKMCDEFIAH00498018;2017;1;1;1;43;S;2;758;1;;3;1;;4;1;1;1;;1;1;1;2;2;1;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;3;0;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;3;0;0;0
TQRMNOQUPHKNKMCDEFIAH00469247;2017;1;1;1;43;S;2;768;2;;2;1;;4;1;1;1;;1;1;2;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;2;;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0;0;0;0;  ;0;0;0;0;0;0;  ;0;723;1;0;98;0;0;0
TQRMNOQTQHMMLPCDEFIAH00508007;2017;1;1;1;43;S;2;548;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;3;0;4;0;0;0
TQRMNORUSHJMLPCDEFIAH00498016;2017;1;1;1;43;S;2;534;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;5;3;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;98;0;0;0
TQRMNOTWUHLLLLCDEFIAH00498124;2017;1;1;1;43;S;2;888;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;26000;7;8;8;7;  ;8;8666,67;7;7;7;7;  ;7;2322;1;2;98;0;0;0
TQRMNOPPRHJOLTCDEFIAH00497981;2017;1;1;1;43;S;2;661;1;;2;1;;4;1;1;1;;1;2;2;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;2;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;10000;3;3;3;2;  ;3;10000;7;8;7;7;  ;8;801;1;0;98;0;0;0
TQRMNORTVHLMLTCDEFIAH00507971;2017;1;1;1;43;S;2;493;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;96;0;0;0
TQRMNOQPPHJMLUCDEFIAH00497930;2017;1;1;1;43;S;2;533;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;3;98;0;0;0
TQRMNORTRHJMLUCDEFIAH00497929;2017;1;1;1;43;S;2;533;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;15000;4;5;5;4;  ;5;7500;6;6;6;6;  ;6;1216;1;2;98;0;0;0
TQRMNORTTHJMLUCDEFIAH00497948;2017;1;1;1;43;S;2;533;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;18600;6;6;6;6;  ;6;9300;7;7;7;7;  ;7;1187;1;2;98;0;0;0
TQRMNOQSWHKMLQCDEFIAH00469231;2017;1;1;1;43;S;2;523;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;97;0;0;0
TQRMNOQSYHKMLQCDEFIAH00469232;2017;1;1;1;43;S;2;523;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;96;0;0;0
TQRMNOQTWHMKKSCDEFIAH00507972;2017;1;1;1;43;S;2;917;2;;4;2;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;3;98;0;0;0
TQRMNOPQTHMMKTCDEFIAH00507973;2017;1;1;1;43;S;2;578;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;98;0;0;0
TQRMNORSTHKMKUCDEFIAH00507974;2017;1;1;1;43;S;2;581;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;1;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;120000;10;10;10;10;  ;10;40000;10;10;10;10;  ;10;1855;96;0;1;2;0;0
TQSMNOPXTHJMLOCDEFIAH00498089;2017;1;1;1;43;S;2;528;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;8400;2;2;2;2;  ;2;8400;6;7;6;6;  ;7;1042;1;0;98;0;0;0
TQRMNOQSYHKMKNCDEFIAH00469189;2017;1;1;1;43;S;2;543;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;18500;6;6;6;6;  ;6;3083,33;2;2;2;2;  ;2;1566;1;2;98;0;0;0
TQRMNOVSPHJOKNCDEFIAH00498103;2017;1;1;1;43;S;2;784;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;0;4;4000;1;1;1;1;  ;1;1000;1;1;1;1;  ;1;1490;1;0;98;0;0;0
TQRMNOQQWHLMKPCDEFIAH00497925;2017;1;1;1;43;S;2;565;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;98;0;0;0
TQRMNOQUTHKLLRCDEFIAH00469186;2017;1;1;1;43;S;2;888;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;98;0;0;0
TQRMNOSXXHKMLSCDEFIAH00469240;2017;1;1;1;43;S;2;512;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;98;0;0;0
TQRMNOPRRHKOLTCDEFIAH00469269;2017;1;1;1;43;S;2;503;1;;2;1;;4;1;1;2;;1;1;1;3;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;10000;3;3;3;3;  ;3;5000;4;4;4;4;  ;4;1271;1;2;98;0;0;0
TQRMNOQPPHJMMLCDEFIAH00498062;2017;1;1;1;43;S;2;524;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;6;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;98;0;0;0
TQRMNOQQVHLMMLCDEFIAH00497942;2017;1;1;1;43;S;2;504;1;;5;1;;4;1;1;2;;1;1;1;3;2;2;2;5;4;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;14000;4;4;4;4;  ;5;7000;6;6;5;5;  ;6;1391;1;6;98;0;0;0
TQRMNORYQHLMMLCDEFIAH00497945;2017;1;1;1;43;S;2;504;1;;2;1;;4;1;1;2;;1;1;1;3;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;98;0;0;0
TQRMNOPTSHLOLRCDEFIAH00498091;2017;1;1;1;43;S;2;779;1;;2;1;;4;1;1;1;;1;1;2;3;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;0;4;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;98;0;0;0
TQRMNORSTHLOLRCDEFIAH00498119;2017;1;1;1;43;S;2;779;1;;1;2;;4;2;1;1;;1;1;1;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;6800;2;2;2;2;  ;1;2266,67;1;1;1;1;  ;1;1548;1;2;98;0;0;0
TQRMNOSTTHLOLSCDEFIAH00497916;2017;1;1;1;43;S;2;805;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;0;4;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;98;0;0;0
TQSMNOPYXHMOMMCDEFIAH00507975;2017;1;1;1;43;S;2;783;1;;2;2;;4;1;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;10400;3;3;3;3;  ;3;2080;1;1;1;1;  ;1;1362;1;3;98;0;0;0
TQRMNORSQHMOMMCDEFIAH00507976;2017;1;1;1;43;S;2;783;1;;2;2;;1;2;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;7800;2;2;2;2;  ;2;3900;3;3;3;3;  ;2;1440;1;2;98;0;0;0
TQRMNORSUHMOMMCDEFIAH00507977;2017;1;1;1;43;S;2;783;1;;3;1;;2;2;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;32500;8;9;9;8;  ;9;8125;6;7;6;6;  ;7;1972;1;2;98;0;0;0
TQRMNOSRYHMMLPCDEFIAH00507978;2017;1;1;1;43;S;2;548;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;98;0;0;0
TQRMNOSSPHMMLPCDEFIAH00507979;2017;1;1;1;43;S;2;548;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;98;0;0;0
TQRMNOPYYHJMLPCDEFIAH00498060;2017;1;1;1;43;S;2;534;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;0;4;38000;9;9;9;9;  ;10;9500;7;7;7;7;  ;8;1625;1;2;98;0;0;0
TQRMNOPVWHKMLNCDEFIAH00469225;2017;1;1;1;43;S;2;555;1;;4;2;;4;2;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;1;6;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;3;4;0;0;0
TQRMNORSSHLOLRCDEFIAH00498118;2017;1;1;1;43;S;2;779;1;;3;1;;4;1;1;2;;1;1;1;3;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;5;2;3;15980;5;5;5;5;  ;5;3196;2;2;2;2;  ;2;1910;1;0;5;0;0;0
TQRMNORXVHKOLOCDEFIAH00469263;2017;1;1;1;43;S;2;830;1;;1;2;;4;2;1;1;;1;2;2;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;98;0;0;0
TQRMNOQQSHKNLPCDEFIAH00507980;2017;1;1;1;43;S;2;588;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;97;0;0;0
TQRMNORSUHLOLRCDEFIAH00498092;2017;1;1;1;43;S;2;779;1;;4;1;;4;1;1;1;;1;1;1;3;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;6;1;5;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;5;98;0;0;0
TQRMNORRQHMLKUCDEFIAH00507981;2017;1;1;1;43;S;2;933;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;15000;4;5;5;4;  ;5;5000;4;4;4;4;  ;4;1637;1;0;98;0;0;0
TQRMNORUTHLMLUCDEFIAH00498105;2017;1;1;1;43;S;2;533;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;1;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;98;0;0;0
TQRMNOPXYHLKKSCDEFIAH00498135;2017;1;1;1;43;S;2;1013;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;98;0;0;0
TQRMNOQTUHJMKPCDEFIAH00497910;2017;1;1;1;43;S;2;461;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;7000;2;2;2;2;  ;2;7000;6;6;5;5;  ;5;719;1;0;98;0;0;0
TQRMNOPYWHJMLPCDEFIAH00497993;2017;1;1;1;43;S;2;534;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;1;3;0;0
TQRMNORRTHJLKUCDEFIAH00497995;2017;1;1;1;43;S;2;888;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;96;0;1;2;0;0
TQRMNOPYRHMOLTCDEFIAH00507982;2017;1;1;1;43;S;2;1137;1;;2;2;;4;2;1;1;;1;2;2;3;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;5;2;3;10100;3;3;3;3;  ;3;2020;1;1;1;1;  ;1;2485;2;0;98;0;0;0
TQRMNOPYXHJMMLCDEFIAH00498052;2017;1;1;1;43;S;2;524;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;96;0;0;0
TQRMNOQRPHLMMLCDEFIAH00507960;2017;1;2;1;43;S;2;504;1;;3;1;;4;1;1;2;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;0;98;0;0;0
TQRMNORYRHLMMLCDEFIAH00497969;2017;1;1;1;43;S;2;504;1;;3;1;;4;1;1;2;;1;1;1;3;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;21000;6;7;7;6;  ;7;21000;10;10;10;10;  ;10;1171;1;0;98;0;0;0
TQRMNORYTHLMMLCDEFIAH00497943;2017;1;1;1;43;S;2;504;1;;4;1;;4;1;1;1;;1;1;1;3;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;23500;7;7;7;7;  ;8;23500;10;10;10;10;  ;10;1101;2;0;98;0;0;0
TQRMNOPRWHMMMLCDEFIAH00507983;2017;1;1;1;43;S;2;590;1;;1;1;;4;2;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;24000;7;7;7;7;  ;8;24000;10;10;10;10;  ;10;920;1;0;98;0;0;0
TQRMNOPVSHKOMLCDEFIAH00469281;2017;1;1;1;43;S;2;861;1;;2;2;;4;1;1;1;;1;1;2;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;1;98;0;0;0
TQRMNOQUUHKOMLCDEFIAH00469287;2017;1;1;1;43;S;2;861;1;;2;2;;2;2;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;98;0;0;0
TQRMNOQQRHLNMMCDEFIAH00498134;2017;1;1;1;43;S;2;358;1;;2;1;;4;1;1;2;;1;1;1;3;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;17000;5;5;5;5;  ;6;4250;3;3;3;3;  ;3;700;2;0;98;0;0;0
TQRMNORXYHJMKMCDEFIAH00498053;2017;1;1;1;43;S;2;489;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;1;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;21000;6;7;7;6;  ;7;5250;4;4;4;4;  ;4;1352;1;0;98;0;0;0
TQRMNOQSWHKMKNCDEFIAH00469188;2017;1;1;1;43;S;2;543;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;16500;5;5;5;5;  ;6;5500;4;4;4;4;  ;4;1283;2;0;98;0;0;0
TQSMNOPUWHLMKOCDEFIAH00498050;2017;1;1;1;43;S;2;503;1;;2;1;;4;1;1;1;;1;1;1;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;0;0;0;0;0;  ;0;0;0;0;0;0;  ;0;771;1;0;98;0;0;0
TQRMNOPVPHLMKOCDEFIAH00498055;2017;1;1;1;43;S;2;503;1;;4;1;;1;1;1;1;;1;1;1;3;2;2;2;4;1;1;1;1;2;2;2;0;2;0;8;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;4500;1;1;1;1;  ;1;4500;3;4;3;3;  ;3;1145;1;0;98;0;0;0
TQSMNORQWHLMKOCDEFIAH00498046;2017;1;1;1;43;S;2;503;1;;2;2;;4;1;1;1;;1;1;1;3;1;1;2;2;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;7700;2;2;2;2;  ;2;1540;1;1;1;1;  ;1;1386;1;0;98;0;0;0
TQRMNORXVHJMKMCDEFIAH00498058;2017;1;1;1;43;S;2;489;1;;4;1;;3;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;43000;9;10;10;9;  ;10;7166,67;6;6;5;6;  ;6;2025;1;0;2;0;0;0
TQRMNOSQSHLMKPCDEFIAH00497924;2017;1;1;1;43;S;2;565;1;;3;1;;4;1;1;1;;1;1;1;1;1;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;6;1;5;41000;9;9;9;9;  ;10;6833,33;5;6;5;5;  ;5;1617;1;0;98;0;0;0
TQRMNOQTTHJMKPCDEFIAH00497906;2017;1;1;1;43;S;2;461;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;98;0;0;0
TQRMNORSTHMMLOCDEFIAH00507984;2017;1;1;1;43;S;2;513;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;3;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;98;0;0;0
